Country Name,Country Code,Series Name,Series Code,YR2015
Comoros,COM,Urban population,SP.URB.TOTL,221333
Comoros,COM,"Population, total",SP.POP.TOTL,777424
Comoros,COM,"Population ages 80 and above, female",SP.POP.80UP.FE,1690
Comoros,COM,"Population ages 80 and above, male",SP.POP.80UP.MA,1116
Comoros,COM,"Population ages 15-64, male",SP.POP.1564.MA.IN,223062
Comoros,COM,"Population ages 15-64, female",SP.POP.1564.FE.IN,219797
Comoros,COM,"Population ages 0-14, male",SP.POP.0014.MA.IN,158822
Comoros,COM,"Population ages 0-14, female",SP.POP.0014.FE.IN,153248
Comoros,COM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,201.945
Comoros,COM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,252.602
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,385341
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,392083
Comoros,COM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,12296
Comoros,COM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,10200
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.254
"Congo, Dem. Rep.",COD,Urban population,SP.URB.TOTL,32586918
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,76244544
"Congo, Dem. Rep.",COD,"Population ages 80 and above, female",SP.POP.80UP.FE,160569
"Congo, Dem. Rep.",COD,"Population ages 80 and above, male",SP.POP.80UP.MA,107546
"Congo, Dem. Rep.",COD,"Population ages 15-64, male",SP.POP.1564.MA.IN,19182151
"Congo, Dem. Rep.",COD,"Population ages 15-64, female",SP.POP.1564.FE.IN,19426725
"Congo, Dem. Rep.",COD,"Population ages 0-14, male",SP.POP.0014.MA.IN,17809624
"Congo, Dem. Rep.",COD,"Population ages 0-14, female",SP.POP.0014.FE.IN,17525201
"Congo, Dem. Rep.",COD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,235.692
"Congo, Dem. Rep.",COD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,284.355
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,38224578
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,38019966
"Congo, Dem. Rep.",COD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1272652
"Congo, Dem. Rep.",COD,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1028191
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.097
"Congo, Rep.",COG,Urban population,SP.URB.TOTL,3182830
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,4856095
"Congo, Rep.",COG,"Population ages 80 and above, female",SP.POP.80UP.FE,8042
"Congo, Rep.",COG,"Population ages 80 and above, male",SP.POP.80UP.MA,4305
"Congo, Rep.",COG,"Population ages 15-64, male",SP.POP.1564.MA.IN,1338589
"Congo, Rep.",COG,"Population ages 15-64, female",SP.POP.1564.FE.IN,1345680
"Congo, Rep.",COG,"Population ages 0-14, male",SP.POP.0014.MA.IN,1031642
"Congo, Rep.",COG,"Population ages 0-14, female",SP.POP.0014.FE.IN,1015435
"Congo, Rep.",COG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,244.476
"Congo, Rep.",COG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,279.972
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,2433523
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,2422572
"Congo, Rep.",COG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,72408
"Congo, Rep.",COG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,52341
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.565
Costa Rica,CRI,Urban population,SP.URB.TOTL,3726119
Costa Rica,CRI,"Population, total",SP.POP.TOTL,4847804
Costa Rica,CRI,"Population ages 80 and above, female",SP.POP.80UP.FE,51278
Costa Rica,CRI,"Population ages 80 and above, male",SP.POP.80UP.MA,37394
Costa Rica,CRI,"Population ages 15-64, male",SP.POP.1564.MA.IN,1680396
Costa Rica,CRI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1672696
Costa Rica,CRI,"Population ages 0-14, male",SP.POP.0014.MA.IN,549290
Costa Rica,CRI,"Population ages 0-14, female",SP.POP.0014.FE.IN,524479
Costa Rica,CRI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,59.535
Costa Rica,CRI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,111.808
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2422275
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2425529
Costa Rica,CRI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,225100
Costa Rica,CRI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,195843
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.065
Cote d'Ivoire,CIV,Urban population,SP.URB.TOTL,11483934
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,23226143
Cote d'Ivoire,CIV,"Population ages 80 and above, female",SP.POP.80UP.FE,31800
Cote d'Ivoire,CIV,"Population ages 80 and above, male",SP.POP.80UP.MA,26854
Cote d'Ivoire,CIV,"Population ages 15-64, male",SP.POP.1564.MA.IN,6444661
Cote d'Ivoire,CIV,"Population ages 15-64, female",SP.POP.1564.FE.IN,6245788
Cote d'Ivoire,CIV,"Population ages 0-14, male",SP.POP.0014.MA.IN,4959678
Cote d'Ivoire,CIV,"Population ages 0-14, female",SP.POP.0014.FE.IN,4925660
Cote d'Ivoire,CIV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,377.062
Cote d'Ivoire,CIV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,415.854
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,11478827
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,11747316
Cote d'Ivoire,CIV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,307379
Cote d'Ivoire,CIV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,342977
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2756097560976
Croatia,HRV,Urban population,SP.URB.TOTL,2360534
Croatia,HRV,"Population, total",SP.POP.TOTL,4203604
Croatia,HRV,"Population ages 80 and above, female",SP.POP.80UP.FE,149932
Croatia,HRV,"Population ages 80 and above, male",SP.POP.80UP.MA,61829
Croatia,HRV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1392591
Croatia,HRV,"Population ages 15-64, female",SP.POP.1564.FE.IN,1390744
Croatia,HRV,"Population ages 0-14, male",SP.POP.0014.MA.IN,314370
Croatia,HRV,"Population ages 0-14, female",SP.POP.0014.FE.IN,296875
Croatia,HRV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,54.093
Croatia,HRV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,126.364
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,2182274
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,2021330
Croatia,HRV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,494655
Croatia,HRV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,314369
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.561
Cuba,CUB,Urban population,SP.URB.TOTL,8708304
Cuba,CUB,"Population, total",SP.POP.TOTL,11324781
Cuba,CUB,"Population ages 80 and above, female",SP.POP.80UP.FE,212152
Cuba,CUB,"Population ages 80 and above, male",SP.POP.80UP.MA,156263
Cuba,CUB,"Population ages 15-64, male",SP.POP.1564.MA.IN,3924969
Cuba,CUB,"Population ages 15-64, female",SP.POP.1564.FE.IN,3920680
Cuba,CUB,"Population ages 0-14, male",SP.POP.0014.MA.IN,970564
Cuba,CUB,"Population ages 0-14, female",SP.POP.0014.FE.IN,917827
Cuba,CUB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,70.921
Cuba,CUB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,107.558
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5697029
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5627752
Cuba,CUB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,858521
Cuba,CUB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,732218
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0756097560976
Curacao,CUW,Urban population,SP.URB.TOTL,141158
Curacao,CUW,"Population, total",SP.POP.TOTL,157980
Curacao,CUW,"Population ages 80 and above, female",SP.POP.80UP.FE,3225
Curacao,CUW,"Population ages 80 and above, male",SP.POP.80UP.MA,1978
Curacao,CUW,"Population ages 15-64, male",SP.POP.1564.MA.IN,46250
Curacao,CUW,"Population ages 15-64, female",SP.POP.1564.FE.IN,56287
Curacao,CUW,"Population ages 0-14, male",SP.POP.0014.MA.IN,15977
Curacao,CUW,"Population ages 0-14, female",SP.POP.0014.FE.IN,15263
Curacao,CUW,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,65.589
Curacao,CUW,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,135.838
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,85606
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,72374
Curacao,CUW,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,14056
Curacao,CUW,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,10147
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.35
Cyprus,CYP,Urban population,SP.URB.TOTL,777233
Cyprus,CYP,"Population, total",SP.POP.TOTL,1160985
Cyprus,CYP,"Population ages 80 and above, female",SP.POP.80UP.FE,20061
Cyprus,CYP,"Population ages 80 and above, male",SP.POP.80UP.MA,12808
Cyprus,CYP,"Population ages 15-64, male",SP.POP.1564.MA.IN,412788
Cyprus,CYP,"Population ages 15-64, female",SP.POP.1564.FE.IN,403053
Cyprus,CYP,"Population ages 0-14, male",SP.POP.0014.MA.IN,101254
Cyprus,CYP,"Population ages 0-14, female",SP.POP.0014.FE.IN,94903
Cyprus,CYP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,34.322
Cyprus,CYP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,68.965
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,579591
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,581394
Cyprus,CYP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,81635
Cyprus,CYP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,67352
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.5780487804878
Czech Republic,CZE,Urban population,SP.URB.TOTL,7748928
Czech Republic,CZE,"Population, total",SP.POP.TOTL,10546059
Czech Republic,CZE,"Population ages 80 and above, female",SP.POP.80UP.FE,284051
Czech Republic,CZE,"Population ages 80 and above, male",SP.POP.80UP.MA,139652
Czech Republic,CZE,"Population ages 15-64, male",SP.POP.1564.MA.IN,3577927
Czech Republic,CZE,"Population ages 15-64, female",SP.POP.1564.FE.IN,3476421
Czech Republic,CZE,"Population ages 0-14, male",SP.POP.0014.MA.IN,818363
Czech Republic,CZE,"Population ages 0-14, female",SP.POP.0014.FE.IN,775586
Czech Republic,CZE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,52.944
Czech Republic,CZE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,112.133
Czech Republic,CZE,"Population, female",SP.POP.TOTL.FE.IN,5364266
Czech Republic,CZE,"Population, male",SP.POP.TOTL.MA.IN,5181793
Czech Republic,CZE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1112259
Czech Republic,CZE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,785503
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7024390243902
Denmark,DNK,Urban population,SP.URB.TOTL,4974525
Denmark,DNK,"Population, total",SP.POP.TOTL,5683483
Denmark,DNK,"Population ages 80 and above, female",SP.POP.80UP.FE,149407
Denmark,DNK,"Population ages 80 and above, male",SP.POP.80UP.MA,90973
Denmark,DNK,"Population ages 15-64, male",SP.POP.1564.MA.IN,1838248
Denmark,DNK,"Population ages 15-64, female",SP.POP.1564.FE.IN,1805396
Denmark,DNK,"Population ages 0-14, male",SP.POP.0014.MA.IN,490924
Denmark,DNK,"Population ages 0-14, female",SP.POP.0014.FE.IN,466354
Denmark,DNK,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,51.397
Denmark,DNK,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,82.945
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2857267
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2826216
Denmark,DNK,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,585517
Denmark,DNK,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,497044
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.136
Djibouti,DJI,Urban population,SP.URB.TOTL,707586
Djibouti,DJI,"Population, total",SP.POP.TOTL,913993
Djibouti,DJI,"Population ages 80 and above, female",SP.POP.80UP.FE,2698
Djibouti,DJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2174
Djibouti,DJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,314787
Djibouti,DJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,280471
Djibouti,DJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,149252
Djibouti,DJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,130042
Djibouti,DJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,228.307
Djibouti,DJI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,275.191
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,430879
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,483114
Djibouti,DJI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,20366
Djibouti,DJI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,19075
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
Dominica,DMA,Urban population,SP.URB.TOTL,49528
Dominica,DMA,"Population, total",SP.POP.TOTL,71183
Dominica,DMA,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
Dominica,DMA,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
Dominica,DMA,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
Dominica,DMA,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
Dominica,DMA,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
Dominica,DMA,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
Dominica,DMA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Dominica,DMA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,NA 
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,NA 
Dominica,DMA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,NA 
Dominica,DMA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,NA 
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.241
Dominican Republic,DOM,Urban population,SP.URB.TOTL,8077905
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10281680
Dominican Republic,DOM,"Population ages 80 and above, female",SP.POP.80UP.FE,79134
Dominican Republic,DOM,"Population ages 80 and above, male",SP.POP.80UP.MA,64398
Dominican Republic,DOM,"Population ages 15-64, male",SP.POP.1564.MA.IN,3320132
Dominican Republic,DOM,"Population ages 15-64, female",SP.POP.1564.FE.IN,3328193
Dominican Republic,DOM,"Population ages 0-14, male",SP.POP.0014.MA.IN,1511419
Dominican Republic,DOM,"Population ages 0-14, female",SP.POP.0014.FE.IN,1452630
Dominican Republic,DOM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,119.214
Dominican Republic,DOM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,204.02
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,5134310
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,5147370
Dominican Republic,DOM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,353487
Dominican Republic,DOM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,315819
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.749274222517
Early-demographic dividend,EAR,Urban population,SP.URB.TOTL,1371863792
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3122841922
Early-demographic dividend,EAR,"Population ages 80 and above, female",SP.POP.80UP.FE,15372685
Early-demographic dividend,EAR,"Population ages 80 and above, male",SP.POP.80UP.MA,11586410
Early-demographic dividend,EAR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1028879981
Early-demographic dividend,EAR,"Population ages 15-64, female",SP.POP.1564.FE.IN,991141021
Early-demographic dividend,EAR,"Population ages 0-14, male",SP.POP.0014.MA.IN,483256753
Early-demographic dividend,EAR,"Population ages 0-14, female",SP.POP.0014.FE.IN,450804993
Early-demographic dividend,EAR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,134.727565891765
Early-demographic dividend,EAR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,201.871922122381
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,1532046674
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,1590795248
Early-demographic dividend,EAR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,90100662
Early-demographic dividend,EAR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,78658516
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.392556877146
East Asia & Pacific,EAS,Urban population,SP.URB.TOTL,1288407782
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2282855831
East Asia & Pacific,EAS,"Population ages 80 and above, female",SP.POP.80UP.FE,25727976
East Asia & Pacific,EAS,"Population ages 80 and above, male",SP.POP.80UP.MA,15581840
East Asia & Pacific,EAS,"Population ages 15-64, male",SP.POP.1564.MA.IN,817842494
East Asia & Pacific,EAS,"Population ages 15-64, female",SP.POP.1564.FE.IN,788880409
East Asia & Pacific,EAS,"Population ages 0-14, male",SP.POP.0014.MA.IN,241327674
East Asia & Pacific,EAS,"Population ages 0-14, female",SP.POP.0014.FE.IN,217641275
East Asia & Pacific,EAS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,79.8327635279263
East Asia & Pacific,EAS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,128.70615973383
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,1124873914
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1157771647
East Asia & Pacific,EAS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,118352228
East Asia & Pacific,EAS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,98601480
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.4962276185303
East Asia & Pacific (excluding high income),EAP,Urban population,SP.URB.TOTL,1073833611
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2038202511
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, female",SP.POP.80UP.FE,17197788
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, male",SP.POP.80UP.MA,10853522
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, male",SP.POP.1564.MA.IN,735883902
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, female",SP.POP.1564.FE.IN,708800429
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, male",SP.POP.0014.MA.IN,223801969
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, female",SP.POP.0014.FE.IN,201147916
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,83.6011100435183
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,133.370305448258
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,1000966955
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,1037098731
East Asia & Pacific (excluding high income),EAP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,91018610
East Asia & Pacific (excluding high income),EAP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,77412861
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.533952132112
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population,SP.URB.TOTL,1058366832
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2012980531
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, female",SP.POP.80UP.FE,16942791
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, male",SP.POP.80UP.MA,10799757
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,727131120
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,700085406
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,221110470
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,198571277
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,83.390196240157
East Asia & Pacific (IDA & IBRD countries),TEA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,132.943678918889
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,988097372
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,1024784481
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,89440689
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,76542892
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.143
Ecuador,ECU,Urban population,SP.URB.TOTL,10278096
Ecuador,ECU,"Population, total",SP.POP.TOTL,16212020
Ecuador,ECU,"Population ages 80 and above, female",SP.POP.80UP.FE,133016
Ecuador,ECU,"Population ages 80 and above, male",SP.POP.80UP.MA,98976
Ecuador,ECU,"Population ages 15-64, male",SP.POP.1564.MA.IN,5213439
Ecuador,ECU,"Population ages 15-64, female",SP.POP.1564.FE.IN,5217173
Ecuador,ECU,"Population ages 0-14, male",SP.POP.0014.MA.IN,2406656
Ecuador,ECU,"Population ages 0-14, female",SP.POP.0014.FE.IN,2304364
Ecuador,ECU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,86.029
Ecuador,ECU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,161.783
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,8097062
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,8114958
Ecuador,ECU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,575525
Ecuador,ECU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,494863
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.302
"Egypt, Arab Rep.",EGY,Urban population,SP.URB.TOTL,39551544
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,92442547
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,438571
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,259347
"Egypt, Arab Rep.",EGY,"Population ages 15-64, male",SP.POP.1564.MA.IN,28767557
"Egypt, Arab Rep.",EGY,"Population ages 15-64, female",SP.POP.1564.FE.IN,28162547
"Egypt, Arab Rep.",EGY,"Population ages 0-14, male",SP.POP.0014.MA.IN,15864013
"Egypt, Arab Rep.",EGY,"Population ages 0-14, female",SP.POP.0014.FE.IN,14931820
"Egypt, Arab Rep.",EGY,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,111.018
"Egypt, Arab Rep.",EGY,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,188.04
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,45724870
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,46717677
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2630503
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2086107
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.412
El Salvador,SLV,Urban population,SP.URB.TOTL,4408611
El Salvador,SLV,"Population, total",SP.POP.TOTL,6325124
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,59802
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,42550
El Salvador,SLV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1847201
El Salvador,SLV,"Population ages 15-64, female",SP.POP.1564.FE.IN,2192773
El Salvador,SLV,"Population ages 0-14, male",SP.POP.0014.MA.IN,916532
El Salvador,SLV,"Population ages 0-14, female",SP.POP.0014.FE.IN,878016
El Salvador,SLV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,103.002
El Salvador,SLV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,261.317
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3350894
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,2974230
El Salvador,SLV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,280105
El Salvador,SLV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,210497
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.359
Equatorial Guinea,GNQ,Urban population,SP.URB.TOTL,825196
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1168568
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,1760
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,1470
Equatorial Guinea,GNQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,409119
Equatorial Guinea,GNQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,291282
